id,search,source,priority,hints,title,authors,year,doi,journal,keywords,abstract,exclude_hint,INCLUDE?,notes
79,A,unknown,HIGH,smart_city,A Survey of Applicability of Military Data Model Architectures for Smart City Data Consumption and Integration,"Pradhan, Manas; Fuchs, Christoph; Johnsen, Frank T.",2018,,2018 IEEE 4TH WORLD FORUM ON INTERNET OF THINGS (WF-IOT),,"The demographic patterns show a rapid influx of human populations to the cities owing to financial, social, medical and other factors. To accommodate the unprecedented rise in population, city administrations around the world are looking for appropriate solutions to cope with the rising challenges. One of the approaches is to make the cities smarter and thus improving the organization, administration and availability of services and resources. In such a Smart City, a large spectrum of deployed sensors and smart objects record, analyse and exchange data. The collected information is processed, forwarded and analyzed in order to implement applications and services that alleviate the city's organization and management or provide additional benefit to the inhabitants.Also with the growing population, it becomes more complex to protect and serve the city's inhabitants and their assets in cases of emergency and adversities such as natural disasters, terrorist and insurgent attacks. In these cases, an existing Smart City infrastructure can greatly assist emergency forces like relief units or supporting military forces by providing the data it already has. In order to incorporate the additional data of the Smart City into the situational picture of the operational forces, suitable points of integration have to be defined and implemented.In this paper, we examine whether existing data models used in the military domain are suitable to integrate the additional Smart City data into the military information domain. In particular, we focus on standardized data models and distribution methods used in federated mission networking within NATO. This ensures a high compatibility to existing situational awareness and information processing applications that are used by the different NATO nations.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
83,A,unknown,HIGH,smart_city,Open Data Insights from a Smart Bridge Datathon: A Multi-Stakeholder Observation of Smart City Open Data in Practice,"Cammers-Goodwin, Sage",2023,10.3390/smartcities6020032,SMART CITIES,,"""Open Data"" efforts are growing, especially in Europe, where open data are seen as a possible ethical driver of innovation. As smart cities continue to develop, it is important to explore how open data will affect the stakeholders of smart public spaces. Making data open and accessible not only has a managerial and technical component but also creates opportunities to shift power dynamics by granting individuals (and entities) access to data they might not otherwise be able to obtain. The scope of those who could access these data is wide, including data-illiterate citizens, burgeoning startups, and foreign militaries. This paper details the process of making data ""open"" from the MX3D smart bridge in Amsterdam through a ""datathon"". The development and outcomes of opening the data and the event itself bring us closer to understanding the complexity of open data access and the extent to which it is useful or empowering for members of the public. While open data research continues to expand, there is still a dearth of studies that qualitatively detail the process and stakeholder concerns for a modern smart city project. This article serves to fill this gap.",,Include,
84,A,unknown,HIGH,smart_city,Toward an Architecture and Data Model to Enable Interoperability between Federated Mission Networks and IoT-Enabled Smart City Environments,"Pradhan, Manas; Suri, Niranjan; Fuchs, Christoph; Bloebaum, Trude Hafsoe; Marks, Michal",2018,10.1109/MCOM.2018.1800305,IEEE COMMUNICATIONS MAGAZINE,,"The emergence of smart city initiatives in many areas of the world has led to rapid development and proliferation of Internet of Things (IoT) technologies. Successful deployments of IoT have resulted in the military looking at the impacts and benefits of IoT, both for directly leveraging IoT within the military environment as well as to interface with smart city environments for urban operations such as humanitarian assistance and disaster response. This article describes some of the outcomes of the NATO IST-147 Research Task Group that was established to explore the military applications of IoT. Within the NATO context, the concept of federated mission networks (FMNs) enables coalition partners to plan, prepare, establish, use, and terminate mission networks in support of federated operations. In this article, we propose an architecture and data model to enable interoperability between FMN and IoT networks in smart city environments. We review the various bottlenecks involved for such an environment and how a reference implementation can be set up to allow multiple partners to exchange data for sharing resources and provide better situational awareness. The concepts discussed reuse and improvise upon the existing NATO and commercial IoT standards for faster adoption. Finally, open research challenges are discussed as future research directions.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
88,A,unknown,HIGH,,Leveraging Civilian IoT Infrastructures to Support Warfighting Activities in Urban Environments,"Riberto, Giulio; Govoni, Marco; Stefanelli, Cesare; Suri, Niranjan; Tortonesi, Mauro",2018,,2018 IEEE 4TH WORLD FORUM ON INTERNET OF THINGS (WF-IOT),,"In the last decade, governments and municipalities have been investing large amounts of money to improve the style and quality of life of Smart Cities' citizens. This led to a huge adoption of Internet of Things (IoT) installations producing a wide amount of data. To exploit at best the many advantages of the IoT, Smart Cities have also begun to make that data freely accessible through Open Data services. The combination of IoT and Open Data can bring benefits in different fields, including the military domain. More specifically, Humanitarian Assistance and Disaster Relief (HADR) missions would significantly benefit from the integration of military systems with the civilian IT infrastructure of Smart Cities. In this context, the deluge of data generated by the IoT calls for dedicated solutions to analyze it and disseminate the results. This paper presents an evaluation of the capabilities of SPF, the Fog-as-a-Service platform we designed for tactical environments, in supporting a hypothetical but realistic HADR mission in the Helsinki Smart City. The paper demonstrates how the possibilities brought by the integration of SPF with the Open Data services offered by the city of Helsinki can significantly help the work of the emergency team, in particular with regards to the quick detection of clear and congested roads for relief organization and coordination.",,Include,
